#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-11-26T00:11:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bfb3a191f9bc	
#INFO	-out.max=9999	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/ApJ/801/3&tab:{J/ApJ/801/3/table1}&key:source=J/ApJ/801/3&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/801/3/table1
#-order=I
#-out=KOI
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Prot
#-out=e_Prot
#-out=Rvar
#-out=LPH
#-out=w
#-out=D
#-out=N
#-out=C
#-out=G
#-out=T
#-out=F
#-out=R
#-out=M1
#-out=M2
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#
#
#RESOURCE=yCat_18010003
#Name: J/ApJ/801/3
#Title: Rotation periods for Q3-Q14 KOIs (Mazeh+, 2015)
#Table	J_ApJ_801_3_table1:
#Name: J/ApJ/801/3/table1
#Title: Stellar rotational periods for the KOIs
#Column	KOI	(I4)	[1/6249] Kepler Object of Interest identifier	[ucd=meta.id;meta.main]
#Column	KIC	(I8)	Kepler Input Catalog identifier (V/133)	[ucd=meta.id]
#Column	Teff	(I5)	[3089/10949]? KIC effective temperature (1) [NULL integer written as an empty string]	[ucd=phys.temperature.effective]
#Column	log(g)	(F6.3)	[0.03/6.1]? KIC log surface gravity (1)	[ucd=phys.gravity]
#Column	Prot	(F6.2)	[0.08/154]? Rotational period	[ucd=time.period]
#Column	e_Prot	(F5.2)	[0/73]? The 1{sigma} uncertainty in Prot	[ucd=stat.error]
#Column	Rvar	(I5)	[-9999/96819]? Amplitude of modulation (-9999 if no reliable amplitude) [NULL integer written as an empty string]	[ucd=src.var.amplitude]
#Column	LPH	(F9.6)	[0.01/1.8]? The Local Peak Height value of the autocorrelation function (ACF)	[ucd=stat.fit.param]
#Column	w	(F9.6)	[0/1]? Assigned weight (the w value); see text	[ucd=stat.weight]
#Column	D	(I1)	[0/1] "1" if Dressing & Charbonneau 2013 (J/ApJ/767/95) parameters used (1)	[ucd=meta.code]
#Column	N	(I1)	[0/1] "1" if KIC values missing, so NASA Exoplanet Archive (NEA) parameters used (1)	[ucd=meta.code]
#Column	C	(I1)	[0/1] "1" if Centroid motion shows transit and rotational modulation on different stars	[ucd=meta.code]
#Column	G	(I1)	[0/1] "1" if star is likely a giant	[ucd=meta.code]
#Column	T	(I1)	[0/1] "1" if T_eff_ outside 3500-6500K	[ucd=meta.code]
#Column	F	(I1)	[0/1] "1" if false positive (EB) identified in this work	[ucd=meta.code]
#Column	R	(I1)	[0/1] "1" if rejected by visual examination stage	[ucd=meta.code]
#Column	M1	(I1)	[0/1] "1" if inconsistent detection in different quarters	[ucd=meta.code]
#Column	M2	(I1)	[0/1] "1" if inconsistent detection with not high enough peaks	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KOI|KIC|Teff|log(g)|Prot|e_Prot|Rvar|LPH|w|D|N|C|G|T|F|R|M1|M2|Simbad|_RA|_DE
1787| 5864975| 5605| 4.973|  6.53| 0.17| 1762| 0.037751| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.95657|+41.13033
1788| 2975770| 4683| 4.340| 19.71| 0.17|20017| 1.265395| 0.672180|0|0|0|0|0|0|0|0|0|Simbad|287.73755|+38.11456
1793| 5731623| 5876| 4.495| 13.97| 4.45| 1912| 0.043289| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.31674|+40.99610
1797|10676014| 4760| 4.221| 10.82| 0.01|17890| 1.376189| 0.721219|0|0|0|0|0|0|0|0|0|Simbad|295.85938|+47.93951
1800|11017901| 5382| 4.440|  6.49| 0.00|18750| 1.399538| 0.728701|0|0|0|0|0|0|0|0|0|Simbad|285.26859|+48.56001
1801| 5088591| 5178| 4.470|  7.56| 0.00|22017| 1.285494| 0.665047|0|0|0|0|0|0|0|0|0|Simbad|288.47144|+40.26979
1802|11298298| 5868| 4.496| 13.75| 0.15| 5933| 0.823473| 0.542217|0|0|0|0|0|0|0|0|0|Simbad|292.53082|+49.06171
1803| 4349442| 4882| 4.203| 22.34| 2.28|20099| 0.420074| 0.244007|0|0|0|0|0|0|0|0|1|Simbad|286.63553|+39.48862
1804|11187436| 4813| 4.575|  4.60| 0.00|66012| 1.530515| 0.745231|0|0|0|0|0|0|0|0|0|Simbad|290.15634|+48.81899
1805| 4644952| 5647| 4.080| 13.42| 0.03|15943| 1.177723| 0.658421|0|0|0|0|0|0|0|0|0|Simbad|288.81195|+39.77066
1806| 9529744| 6241| 4.526| 47.14| 3.05|  562| 0.112217| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.21356|+46.17513
1808| 7761918| 6032| 4.351|  8.53| 0.07| 1580| 0.500349| 0.360231|0|0|0|0|0|0|0|0|0|Simbad|294.74332|+43.46121
1809| 8240797| 5692| 4.474| 21.12| 1.79| 1436| 0.261452| 0.211326|0|1|0|0|0|0|0|0|1|Simbad|294.45386|+44.14597
1813| 9455325| 5359| 4.366| 18.99| 0.11| 8947| 1.048906| 0.610461|0|0|0|0|0|0|0|0|0|Simbad|287.25668|+46.06677
1814| 5621125| 6830| 4.321|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|292.17117|+40.81138
1815| 9872283| 4680| 3.976| 18.73| 0.18|13362| 1.125466| 0.658626|0|0|0|0|0|0|0|0|0|Simbad|281.45718|+46.74647
1818| 7870032| 5543| 4.329| 15.79| 0.03| 9872| 0.975017| 0.606751|0|0|0|0|0|0|0|0|0|Simbad|282.03549|+43.63127
1819| 9597058| 5258| 4.862| 12.83| 0.01|21955| 1.271864| 0.713277|0|0|0|0|0|0|0|0|0|Simbad|295.31314|+46.23749
1820| 8277797| 5297| 4.213| 18.95| 0.05| 8983| 1.183185| 0.635989|0|0|0|0|0|0|0|0|0|Simbad|281.34882|+44.29524
1821| 8832512| 5326| 4.411|  9.51| 0.00|16687| 1.390787| 0.747307|0|0|0|0|0|0|0|0|0|Simbad|296.75296|+45.04110
1822| 5124667| 5950| 4.213| 11.52| 0.06|  569| 0.323351| 0.239279|0|0|0|0|0|0|0|0|1|Simbad|297.94016|+40.27863
1824| 2989404| 5978| 4.209| 34.79| 2.34|  445| 0.100198| 0.015163|0|0|0|0|0|0|0|0|1|Simbad|291.38223|+38.12747
1825| 5375194| 5432| 4.057| 10.21| 0.00|12640| 1.069103| 0.608080|0|0|0|0|0|0|0|0|0|Simbad|295.30008|+40.55659
1826| 6468138| 5726| 4.746| 14.42| 2.62|  553| 0.073204| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.51532|+41.89120
1828|11875734| 5415| 4.251| 56.48| 4.03| 1291| 0.278338| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.27057|+50.12181
1829| 7697568| 5186| 4.544| 18.96| 0.04|11722| 0.994570| 0.621914|0|0|0|0|0|0|0|0|0|Simbad|296.52243|+43.36337
1830| 3326377| 4926| 4.493| 18.68| 0.01|16182| 1.410491| 0.679109|0|0|0|0|0|0|0|0|0|Simbad|286.55807|+38.40537
1832|11709244| 5550| 4.407| 14.14| 0.04|18233| 1.280043| 0.674976|0|0|0|0|0|0|0|0|0|Simbad|289.83542|+49.82563
1833|11853878| 4300| 4.674| 10.58| 0.00|15665| 1.245084| 0.655206|0|0|0|0|0|0|0|0|0|Simbad|285.60254|+50.11204
1835| 9471268| 5004| 4.163|  9.65| 0.01|13518| 1.416319| 0.744820|0|0|0|0|0|0|0|0|0|Simbad|294.32553|+46.00225
1837|10657406| 5174| 4.395| 18.05| 0.03|15351| 1.287769| 0.659668|0|0|0|0|0|0|0|0|0|Simbad|288.37250|+47.93356
1838| 5526527| 4399| 4.277|  9.31| 0.00|40884| 1.598036| 0.756009|0|0|0|0|0|0|0|0|0|Simbad|289.62524|+40.70873
1839| 5856571| 5263| 3.946|  6.26| 0.00|20363| 1.184422| 0.619358|0|0|0|0|0|0|0|0|0|Simbad|284.09457|+41.18282
1840| 7765528| 5869| 4.366|  5.59| 0.00|15277| 1.151553| 0.644414|0|0|0|0|0|0|0|0|0|Simbad|295.82870|+43.42549
1841|11760231| 5051| 4.424| 25.31| 0.17| 5853| 1.241748| 0.610327|0|0|0|0|0|0|0|0|0|Simbad|290.16525|+49.92386
1842| 7779077| 5389| 4.411| 11.22| 0.03|14394| 1.327871| 0.722503|0|0|0|0|0|0|0|0|0|Simbad|299.25031|+43.41044
1843| 5080636| 3578| 4.808| 34.19| 0.27|15122| 1.154074| 0.610675|1|0|0|0|0|0|0|0|0|Simbad|285.01309|+40.22075
1845| 3338885| 4717| 4.015| 38.43| 1.67| 3866| 0.893586| 0.468939|0|0|0|0|0|0|0|0|0|Simbad|290.54855|+38.49528
1847| 6776401| 5160| 4.410| 21.04| 0.02|10135| 1.070729| 0.606772|0|0|0|0|0|0|0|0|0|Simbad|291.51620|+42.24819
1848| 7430034| 6025| 4.442| 18.71| 0.03| 1927| 1.141377| 0.581183|0|0|0|0|0|0|0|0|0|Simbad|286.71072|+43.04345
1849| 9735426| 5066| 4.697| 26.87| 1.09| 5720| 0.537485| 0.381250|0|0|0|0|0|0|0|0|0|Simbad|300.37128|+46.40828
1850| 8826168| 5697| 4.915| 23.00| 3.57|  924| 0.155428| 0.116805|0|0|0|0|0|0|0|0|1|Simbad|294.61301|+45.06017
1851|10464050| 5712| 4.627| 13.94| 0.11|10675| 1.049420| 0.622332|0|0|0|0|0|0|0|0|0|Simbad|289.24890|+47.65010
1852| 9763348| 5939| 4.410| 69.22| 9.90| 4887| 0.292571| 0.000000|0|1|0|0|0|0|0|1|0|Simbad|288.41769|+46.59043
1853| 8804397| 5988| 4.596| 10.52| 2.70|  547| 0.146163| 0.089707|0|0|0|0|0|0|0|0|1|Simbad|285.10406|+45.00817
1854| 9662811| 5435| 4.174| 24.40| 1.26| 1856| 0.575509| 0.397160|0|0|0|0|0|0|0|0|0|Simbad|296.95886|+46.39413
1856|11570749| 5203| 4.144| 27.58| 0.23| 6873| 0.719131| 0.447726|0|0|0|0|0|0|0|0|0|Simbad|297.07861|+49.50208
1857|11297236| 5619| 4.527| 46.12|16.63| 1210| 0.354164| 0.132734|0|0|0|0|0|0|0|0|1|Simbad|292.01340|+49.01912
1858| 8160953| 5503| 4.438| 18.51| 0.06|12274| 1.047362| 0.599008|0|0|0|0|0|0|0|0|0|Simbad|290.14432|+44.04995
1860| 4157325| 5708| 4.369| 21.46| 1.36| 2454| 0.411171| 0.295464|0|0|0|0|0|0|0|0|0|Simbad|291.55695|+39.22729
1861| 3648437| 5938| 4.725|  6.55| 0.00|16227| 1.235965| 0.698538|0|0|0|0|0|0|0|0|0|Simbad|292.16617|+38.73905
1862| 7286173| 5535| 4.549| 27.92| 0.45| 1150| 0.087951| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.09399|+42.89643
1863|11126381| 5975| 4.576| 11.53| 0.21| 4942| 0.784395| 0.531167|0|0|0|0|0|0|0|0|0|Simbad|285.66711|+48.71956
1864| 4149450| 5544| 3.837| 55.00| 6.99|  624| 0.114223| 0.007631|0|0|0|0|0|0|0|0|1|Simbad|289.43811|+39.27036
1866| 9520838| 5741| 4.535| 18.29| 0.83| 4962| 0.812514| 0.506544|0|0|0|0|0|0|0|0|0|Simbad|289.41107|+46.13085
1867| 8167996| 3800| 4.769| 25.07| 4.34| 3429| 0.757890| 0.470542|1|0|0|0|0|0|0|0|0|Simbad|292.64236|+44.08767
1868| 6773862| 3953| 4.705| 24.90| 0.05| 8292| 1.076009| 0.628344|1|0|0|0|0|0|0|0|0|Simbad|290.70840|+42.23725
1870|10187159| 5004| 4.298| 33.17| 1.10| 5499| 0.610254| 0.370743|0|0|0|0|0|0|0|0|0|Simbad|281.58292|+47.23363
1872| 9883311| 5314| 4.731| 60.83|12.55| 2472| 0.373713| 0.119286|0|0|0|0|0|0|0|0|1|Simbad|288.31332|+46.77143
1873| 4939346| 5914| 4.733| 58.76| 5.65| 2492| 0.216548| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.80930|+40.00851
1874| 8978528| 4160| 4.484| 48.48| 6.01| 3599| 0.264889| 0.104755|0|0|0|0|0|0|0|0|1|Simbad|299.26804|+45.22743
1875| 9967771| 5714| 4.479| 30.95| 1.30| 1737| 0.328591| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.93820|+46.88140
1876|11622600| 4230| 4.387| 41.80| 0.38| 2356| 0.250382| 0.149606|0|0|0|0|0|0|0|0|1|Simbad|297.09067|+49.62657
1877|10454632| 4818| 4.155| 25.77| 0.25|12413| 1.107470| 0.595566|0|0|0|0|0|0|0|0|0|Simbad|284.43030|+47.64178
1878| 3098810| 6041| 4.360| 80.94|21.32|  636| 0.340497| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.22324|+38.25817
1879| 8367644| 3644| 4.843| 21.77| 0.02| 9657| 0.916702| 0.537561|1|0|0|0|0|0|0|0|0|Simbad|292.61411|+44.39466
1880|10332883| 3837| 4.737| 19.00| 0.04| 6503| 1.240032| 0.698309|1|0|0|0|0|0|0|0|0|Simbad|289.07224|+47.40707
1881| 4035640| 5093| 4.474| 18.38| 0.01|19302| 1.292969| 0.660929|0|0|0|0|0|0|0|0|0|Simbad|284.61572|+39.13104
1882| 6205228| 5814| 4.658| 73.93| 1.73| 1023| 0.085989| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.91281|+41.53361
1883|11758544| 6063| 4.339| 11.54| 0.28|  759| 0.318798| 0.268020|0|0|0|0|0|0|0|0|0|Simbad|289.23337|+49.93893
1884| 4851530| 5077| 4.485| 11.43| 0.03|11418| 1.157495| 0.625868|0|0|0|0|0|0|0|0|0|Simbad|295.90240|+39.91836
1885|11413812| 5738| 4.540| 57.86|15.84|  965| 0.170717| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.75415|+49.20874
1886| 9549648| 6065| 4.005|  7.45| 0.07|  596| 0.473551| 0.340043|0|0|0|0|0|0|0|0|0|Simbad|299.66046|+46.19842
1888|10063802| 6530| 4.263|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|286.68552|+47.09822
1889|11074178| 5537| 4.585| 19.80| 0.09| 6913| 1.090394| 0.595374|0|0|0|0|0|0|0|0|0|Simbad|286.27386|+48.61871
1890| 7449136| 5936| 4.348|  6.44| 0.05|  583| 0.486573| 0.318473|0|0|0|0|0|0|0|0|0|Simbad|293.07950|+43.07371
1891| 8680979| 4970| 4.744| 39.15| 4.00| 3779| 0.200307| 0.081286|0|0|0|0|0|0|0|0|1|Simbad|288.44739|+44.80168
1892| 9030537| 5468| 4.685| 26.92| 0.70| 3337| 0.592739| 0.375022|0|0|0|0|0|0|0|0|0|Simbad|294.81610|+45.30612
1893| 8689793| 5827| 4.588| 79.38|12.14|  861| 0.212094| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.02045|+44.87622
1894|11673802| 4815| 2.871|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|297.35928|+49.79755
1895| 4263293| 4288| 4.731|  8.69| 0.00|35222| 1.630970| 0.761566|0|0|0|0|0|0|0|0|0|Simbad|291.83432|+39.30736
1897| 5695524| 5947| 4.385| 25.93| 0.60| 1288| 0.209792| 0.075519|0|0|0|0|0|0|0|0|1|Simbad|288.57443|+40.98866
1898| 7668663| 5795| 4.423| 47.69| 1.65| 1062| 0.307368| 0.088975|0|0|0|0|0|0|0|0|1|Simbad|286.28601|+43.32046
1899| 7047922| 5595| 4.334| 27.44| 0.53|  813| 0.022755| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.75412|+42.53748
1900| 9353314| 4251| 4.548| 17.77| 0.25|11769| 1.403569| 0.698911|0|0|0|0|0|0|0|0|0|Simbad|295.90656|+45.80912
1901| 3629967| 5868| 4.596| 50.25| 1.36| 1617| 0.266043| 0.049535|0|0|0|0|0|0|0|0|1|Simbad|286.40231|+38.73854
1902| 5809954| 3818| 4.500| 37.33| 9.44| 1224| 0.163167| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.87683|+41.08058
1904| 8766650| 4908| 4.062| 21.05| 0.03|10520| 0.975804| 0.607096|0|0|0|0|0|0|0|0|0|Simbad|296.54752|+44.94193
1905|10328393| 4942| 4.327| 23.81| 0.12| 8475| 1.279435| 0.631212|0|0|0|0|0|0|0|0|0|Simbad|286.66296|+47.41370
1906|11773328| 5216| 4.600| 35.43| 3.62| 1386| 0.039464| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.62347|+49.97917
1907| 7094486| 3902| 4.725| 18.18| 0.00| 9959| 1.208191| 0.679025|1|0|0|0|0|0|0|0|0|Simbad|282.85992|+42.66576
1908| 5706966| 4174| 4.506| 24.43| 0.06|10200| 1.279427| 0.647880|0|0|0|0|0|0|0|0|0|Simbad|292.28607|+40.91359
1909|10130039| 5856| 4.457| 16.48| 0.17| 1367| 0.371237| 0.299603|0|0|0|0|0|0|0|0|0|Simbad|287.14066|+47.11519
1910| 8226050| 5138| 4.470| 34.14| 4.07| 2397| 0.399414| 0.240987|0|0|0|0|0|0|0|0|1|Simbad|289.19263|+44.14932
1911| 9965957| 5276| 4.550| 17.17| 0.07|21639| 1.174019| 0.653625|0|0|0|0|0|0|0|0|0|Simbad|297.40155|+46.82400
1913| 9704384| 5416| 4.413| 21.81| 0.67| 4561| 0.617701| 0.446113|0|0|0|0|0|0|0|0|0|Simbad|289.29626|+46.45795
1914| 8426567| 4843| 4.108| 12.97| 0.03|10920| 1.224955| 0.663113|0|0|0|0|0|0|0|0|0|Simbad|290.24805|+44.43524
1915| 9101496| 5744| 4.670| 13.46| 1.14| 1382| 0.242946| 0.147985|0|0|0|0|0|0|0|0|1|Simbad|296.06433|+45.42862
1916| 6037581| 5776| 4.525| 10.25| 0.11| 3804| 0.758619| 0.486451|0|0|0|0|0|0|0|0|0|Simbad|290.23764|+41.33138
1917|10074466| 6111| 4.477| 15.61| 0.95|  587| 0.035251| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.53439|+47.04250
1920| 8218379| 5303| 4.601| 26.08| 0.04| 4398| 0.794066| 0.480232|0|0|0|0|0|0|0|0|0|Simbad|285.12204|+44.11060
1921| 7755636| 6523| 4.283|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|292.75732|+43.42691
1922| 9411166| 5778| 4.705| 14.09| 0.33| 1494| 0.033868| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.61365|+45.98462
1923| 4989057| 5352| 4.197| 31.93| 5.24| 1914| 0.508653| 0.305171|0|0|0|0|0|0|0|0|0|Simbad|283.46936|+40.13261
1925| 9955598| 5333| 3.706|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|293.67920|+46.85276
1928| 5770074| 5797| 4.467| 18.30| 3.60| 1341| 0.242078| 0.197252|0|0|0|0|0|0|0|0|1|Simbad|283.80954|+41.04124
1929|10136549| 5649| 4.118| 22.15| 4.75|  430| 0.038713| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.06049|+47.16396
1930| 5511081| 5928| 4.060| 23.43| 4.81|  384| 0.070302| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|282.97897|+40.78435
1931|10978763| 5417| 4.723| 16.84| 0.06|16510| 1.248667| 0.657084|0|0|0|0|0|0|0|0|0|Simbad|293.35172|+48.44464
1932| 5202905| 8006| 3.847|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|295.93347|+40.30057
1933| 9072190| 5566| 4.641| 38.38| 1.43| 1256| 0.100834| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|283.59668|+45.40788
1934| 4242147| 4389| 4.770| 16.34| 0.15| 7888| 0.875212| 0.497855|0|0|0|0|0|0|0|0|0|Simbad|284.96967|+39.36029
1935| 5396122| 5658| 4.734| 40.51|10.71| 5356| 0.309319| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|299.65170|+40.54568
1937|10190777| 4212| 4.550| 22.92| 0.04|15046| 1.324152| 0.660508|0|0|0|0|0|0|0|0|0|Simbad|283.71753|+47.20445
1938| 9651234| 5071| 4.663| 34.32| 5.98| 1566| 0.301152| 0.189320|0|0|0|0|0|0|0|0|1|Simbad|292.67255|+46.37742
1939| 7045496| 5239| 4.734| 14.42| 0.01|24733| 1.549637| 0.701590|0|0|0|0|0|0|0|0|0|Simbad|295.20490|+42.55968
1940|10005788| 4218| 4.581| 18.66| 0.02| 8766| 1.051356| 0.611156|0|0|0|0|0|0|0|0|0|Simbad|289.35202|+46.97373
1942| 2832589| 5081| 4.832| 21.10| 0.07|13340| 1.099234| 0.616624|0|0|0|0|0|0|0|0|0|Simbad|286.00674|+38.00954
1944| 2438513| 6265| 3.977| 13.23| 0.12|14393| 1.382395| 0.651362|0|0|0|0|0|0|0|0|0|Simbad|290.32867|+37.72311
1945|11656918| 5365| 4.549| 58.64|13.88| 1455| 0.271322| 0.043077|0|0|0|0|0|0|0|0|1|Simbad|289.02975|+49.76971
1946|10844890| 5540| 4.475| 61.93| 6.53| 1997| 0.465979| 0.183247|0|0|0|0|0|0|0|0|1|Simbad|283.34427|+48.22391
1950| 3118797| 5186| 4.668| 28.03| 3.59| 3572| 0.088815| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.95099|+38.25170
1951| 8081187| 6030| 4.548| 41.82| 7.98|  672| 0.244641| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.51019|+43.96166
1955| 9892816| 6282| 4.705| 14.36| 0.76|  517| 0.100648| 0.056853|0|0|0|0|0|0|0|0|1|Simbad|292.67807|+46.72671
1958| 9836149| 5722| 4.823| 10.39| 0.00|15557| 1.321896| 0.705358|0|0|0|0|0|0|0|0|0|Simbad|293.98157|+46.68775
1959| 4813563| 4741| 4.440| 25.85| 0.40| 3540| 0.605173| 0.393604|0|0|0|0|0|0|0|0|0|Simbad|283.60526|+39.99798
1960| 6949061| 5976| 4.413| 71.81| 2.87|  850| 0.356661| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.96069|+42.43301
1962| 5513648| 5923| 4.200|  9.72| 1.73|  436| 0.207277| 0.000000|0|1|0|0|0|0|0|1|0|Simbad|284.23398|+40.79454
1963|10917681| 5811| 4.517| 13.87| 0.06| 2877| 0.612553| 0.436531|0|0|0|0|0|0|0|0|0|Simbad|290.60745|+48.35718
1964| 7887791| 5315| 3.839| 25.72| 2.74| 2716| 0.316112| 0.225193|0|0|0|0|0|0|0|0|1|Simbad|290.70370|+43.60721
1965|11657891| 5465| 4.731| 90.64| 9.94| 1467| 0.244600| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.59308|+49.78116
1967| 6205897| 4759| 4.428| 62.54| 6.41| 2062| 0.165695| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.13297|+41.54754
1968| 7948784| 6082| 4.640| 19.71| 2.99| 1375| 0.137018| 0.052682|0|0|0|0|0|0|0|0|1|Simbad|287.36127|+43.73878
1969| 9244756| 5435| 4.575| 12.66| 0.09| 9774| 1.128958| 0.661260|0|0|0|0|0|0|0|0|0|Simbad|300.41751|+45.60552
1970| 9650808| 5525| 4.442| 47.63| 6.60| 1601| 0.088609| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.49963|+46.32441
1971| 9347009| 4872| 4.772| 25.58| 0.39| 8164| 0.844055| 0.543519|0|0|0|0|0|0|0|0|0|Simbad|293.68192|+45.81756
1972|11253711| 5816| 4.500| 20.96| 0.47| 1123| 0.648604| 0.405977|0|0|0|0|0|0|0|0|0|Simbad|296.08975|+48.95537
1973| 4917596| 4360| 4.493| 13.01| 0.02| 9076| 1.050210| 0.573418|0|0|0|0|0|0|0|0|0|Simbad|289.93085|+40.09775
1974| 7289577| 5329| 4.662| 32.38| 3.73| 2731| 0.327295| 0.195706|0|0|0|0|0|0|0|0|1|Simbad|294.08392|+42.80959
1975| 8543100| 5608| 4.572| 28.69| 3.62| 2267| 0.047000| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|283.84515|+44.60909
1976| 2693736| 5121| 4.573| 44.42| 5.23| 2088| 0.118422| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.11536|+37.96700
1977| 9412760| 4250| 4.585| 13.16| 0.02|10159| 1.519508| 0.734472|0|0|0|0|0|0|0|0|0|Simbad|295.22879|+45.97102
1978| 9518318| 5693| 4.477| 21.93| 0.47| 4408| 0.703395| 0.437992|0|0|0|0|0|0|0|0|0|Simbad|288.01190|+46.11761
1979| 7273277| 5509| 4.472| 62.18|21.52|  796| 0.480901| 0.193133|0|0|0|0|0|0|0|0|1|Simbad|289.04221|+42.88249
1980|11769890| 5431| 4.588| 21.98| 0.10| 7808| 0.870721| 0.529933|0|0|0|0|0|0|0|0|0|Simbad|295.18164|+49.94578
1981|10153855| 5078| 4.410| 11.94| 0.01|19512| 1.241978| 0.675289|0|0|0|0|0|0|0|0|0|Simbad|296.34103|+47.17086
1982| 6862721| 5357| 4.615|  9.25| 0.02|16044| 1.258671| 0.683721|0|0|0|0|0|0|0|0|0|Simbad|291.71146|+42.34150
1984|10094670| 5972| 4.539| 13.88| 0.51| 1023| 0.215881| 0.180508|0|0|0|0|0|0|0|0|1|Simbad|298.49329|+47.01304
1985| 8142942| 4814| 4.240| 25.65| 0.49|10651| 1.155714| 0.605251|0|0|0|0|0|0|0|0|0|Simbad|280.92612|+44.08793
1986| 8257205| 5115| 4.109| 34.71| 0.75| 2430| 0.345184| 0.205699|0|0|0|0|0|0|0|0|1|Simbad|298.97217|+44.13238
1988| 9044228| 4604| 4.029| 35.20| 7.06| 3071| 0.664287| 0.404253|0|0|0|0|0|0|0|0|0|Simbad|298.32660|+45.31551
1989|10779233| 5564| 4.276| 18.80| 0.06| 6145| 0.840539| 0.534511|0|0|0|0|0|0|0|0|0|Simbad|283.11377|+48.13139
1990|11614617| 5865| 4.776| 53.09| 5.35| 1133| 0.278441| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.88177|+49.68315
1992|11450414| 5817| 4.587| 55.64|14.30| 1327| 0.204901| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.19958|+49.30572
1996| 4736569| 4619| 4.511| 20.11| 0.05|34829| 1.566500| 0.690638|0|0|0|0|0|0|0|0|0|Simbad|288.66891|+39.82401
1997|10384798| 5701| 4.505| 46.58|11.67| 1785| 0.462091| 0.204965|0|0|0|0|0|0|0|0|1|Simbad|281.66299|+47.56858
1998| 9834040| 6001| 4.639| 14.84| 0.12| 2531| 0.446616| 0.322290|0|0|0|0|0|0|0|0|0|Simbad|293.14447|+46.66624
2000| 8802693| 5247| 4.661| 21.17| 0.68| 6162| 0.795551| 0.532108|0|0|0|0|0|0|0|0|0|Simbad|284.18329|+45.07410
2001| 6061773| 4948| 4.188| 16.32| 0.04|26295| 1.455237| 0.696527|0|0|0|0|0|0|0|0|0|Simbad|297.02109|+41.37717
2002|10024701| 5783| 4.523| 10.10| 0.61| 4036| 0.670236| 0.435542|0|0|0|0|0|0|0|0|0|Simbad|296.75574|+46.99829
2004|12154526| 5544| 4.467| 31.85| 2.45|  701| 0.040685| 0.078149|0|0|0|0|0|0|0|0|1|Simbad|288.64627|+50.78898
