#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-03-17T07:16:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6232e02624ff1c	
#INFO	-out.max=999999	
#INFO	queryParameters=36	
#-oc.form=dec
#-out.max=999999
#-out.all=2
#-nav=cat:J/ApJ/743/48&tab:{J/ApJ/743/48/catalog}&key:source=J/ApJ/743/48/catalog&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/743/48/catalog
#-order=I
#-out=Name
#-out=HD
#-out=HIP
#-out=GJ
#-out=GCVS
#-out=2MASS
#-out=RAJ2000
#-out=DEJ2000
#-out=Cluster
#-out=Dist
#-out.all=2
#-out=Vmag
#-out=V-K
#-out=SpT
#-out=r_SpT
#-out=logLx
#-out=r_logLx
#-out=Prot
#-out=r_Prot
#-out=M*
#-out=R*
#-out=L*
#-out=Teff
#-out=dcz
#-out=Lx/bol
#-out.all=2
#
#
#RESOURCE=yCat_17430048
#Name: J/ApJ/743/48
#Title: Stars with rotation periods and X-ray luminosities (Wright+, 2011)
#Table	J_ApJ_743_48_catalog:
#Name: J/ApJ/743/48/catalog
#Title: Activity-rotation properties for 824 stars -- updated version by the author
#Column	Name	(a23)	Default source name (1)	[ucd=meta.id;meta.main]
#Column	HD	(I6)	? Henry Draper catalog number (Cat. III/135) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	HIP	(I6)	? Hipparcos catalog number (Cat. I/239) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	GJ	(a7)	Catalog of nearby stars source name (Cat. V/70)	[ucd=meta.id]
#Column	GCVS	(A9)	? General Catalog of Variable Stars source name (Cat. B/gcvs)	[ucd=meta.id]
#Column	2MASS	(A16)	2MASS source name (HHMMSSss+DDMMSSs; J2000 - Cat. II/246)	[ucd=meta.id]
#Column	RAJ2000	(A11)	? Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	? Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Cluster	(A8)	? Name of open cluster that star is part of (or 'Field')	[ucd=meta.id]
#Column	Dist	(F5.1)	? Distance to star (2)	[ucd=pos.distance;pos.heliocentric]
#Column	Vmag	(F5.2)	? Observed V magnitude of star	[ucd=phot.mag;em.opt.V]
#Column	V-K	(F5.2)	Dereddened V-K colour of star (3)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	SpT	(a5)	? Spectral type of star	[ucd=src.spType]
#Column	r_SpT	(A3)	? Reference for spectral type, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	logLx	(F5.2)	Logarithm of the intrinsic X-ray luminosity of the star	[ucd=phys.luminosity;em.X-ray]
#Column	r_logLx	(A3)	Reference for X-ray luminosity in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	Prot	(F5.2)	Rotation period of the star	[ucd=time.period]
#Column	r_Prot	(A4)	Reference for rotation period, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	M*	(F5.2)	Mass of the star (4)	[ucd=phys.mass]
#Column	R*	(F5.2)	Radius of the star (4)	[ucd=phys.size.radius]
#Column	L*	(F5.2)	Bolometric luminosity of the star (4)	[ucd=phys.luminosity]
#Column	Teff	(I4)	Effective temperature of the star (4)	[ucd=phys.temperature.effective]
#Column	dcz	(F5.2)	Height of the radiative-convective boundary (as a function of the stellar radius) (4)	[ucd=pos.cartesian.z]
#Column	Lx/bol	(F5.2)	Logarithm of the X-ray to bolometric luminosity	[ucd=phys.luminosity;arith.ratio]
Name|HD|HIP|GJ|GCVS|2MASS|RAJ2000|DEJ2000|Cluster|Dist|Vmag|V-K|SpT|r_SpT|logLx|r_logLx|Prot|r_Prot|M*|R*|L*|Teff|dcz|Lx/bol
VXR 72                 |      |      |       |V0377 Vel|08442615-5242323|08 44 26.16|-52 42 32.4|IC2391  |144.0|11.46| 1.84|     |   |30.17|P03| 3.23|P03 | 0.96| 0.87| 0.58|5234| 1.00|-3.17
                       |      |      |       |         |                |08 44 57.09|+46 40 26.1|Field   | 24.0|14.16| 4.53|     |   |28.67|V99| 8.81|H11 | 0.20| 0.20| 0.01|3283| 0.00|-2.68
VXR 76a                |      |      |       |V0379 Vel|08452692-5252020|08 45 26.93|-52 52 02.1|IC2391  |144.0|12.76| 2.67|     |   |29.92|P03| 4.86|P03 | 0.76| 0.72| 0.22|4462| 0.67|-3.01
VXR 77a                |      |      |       |V0380 Vel|08453913-5225595|08 45 39.12|-52 25 59.6|IC2391  |144.0| 9.91| 1.25|     |   |30.17|P03| 0.65|P03 | 1.27| 1.21| 2.13|6153| 0.87|-3.74
HD 75302               | 75302|      |       |         |08491252+0329052|08 49 12.53|+03 29 05.1|Field   | 30.0| 7.45| 1.42|G0   |C18|28.51|V99|16.40|FEPS| 1.04| 0.96| 0.87|5508| 0.72|-4.99
HD 75393               | 75393|      |       |         |08491534-1533530|08 49 15.35|-15 33 53.0|Field   | 42.0| 7.27| 1.24|F7   |C18|29.37|V99| 2.08|FEPS| 1.22| 1.20| 1.94|6049| 0.82|-4.45
HD 76218               | 76218|      |       |         |08555568+3611464|08 55 55.68|+36 11 46.3|Field   | 26.0| 7.69| 1.64|G5   |C18|28.55|V99| 9.20|FEPS| 0.95| 0.86| 0.56|5198| 0.70|-4.76
                       |      |      |       |         |                |08 59 21.78|+40 33 47.0|Field   |102.0|14.44| 3.64|     |   |28.95|V99| 3.25|H11 | 0.49| 0.42| 0.04|3795| 0.54|-3.26
                       |      |      |       |         |                |09 03 14.76|+42 07 25.0|Field   | 70.0|11.82| 3.06|     |   |29.61|V99| 1.49|H11 | 0.72| 0.64| 0.16|4330| 0.65|-3.17
HD 77407               | 77407|      |       |         |09032709+3750279|09 03 27.08|+37 50 27.5|Field   | 30.0| 7.04| 1.42|G0   |C18|29.71|V99| 2.86|FEPS| 1.13| 1.07| 1.28|5769| 0.76|-3.96
HD 78366               | 78366|      |334.2  |         |09085105+3352556|09 08 51.07|+33 52 56.0|Field   | 19.0| 5.95| 1.42|G0   |B95|28.95|V99| 9.67|D96 | 1.14| 1.09| 1.41|5827| 0.76|-4.72
GJ 338B                | 79211|      |338B   |         |09142485+5241118|09 14 24.70|+52 41 11.0|Field   |  6.4| 7.64| 4.20|     |   |27.53|P03|10.17|P03 | 0.70| 0.61| 0.13|4239| 0.65|-5.18
                       |      |      |       |         |                |09 17 44.73|+46 12 24.7|Field   |  9.0|11.61| 4.37|     |   |28.76|V99| 0.56|H11 | 0.22| 0.22| 0.01|3357| 0.00|-2.71
                       |      |      |       |         |                |09 19 00.92|+46 10 55.6|Field   | 16.0|11.89| 4.03|     |   |28.37|V99| 8.35|H11 | 0.31| 0.29| 0.01|3538| 0.00|-3.38
                       |      |      |       |         |                |09 21 11.05|+48 01 53.8|Field   | 15.0|14.00| 4.83|     |   |28.36|V99| 0.38|H11 | 0.15| 0.17| 0.00|3159| 0.00|-2.76
                       |      |      |       |         |                |09 22 51.66|+46 47 00.9|Field   | 24.0|11.32| 3.64|     |   |28.19|V99|16.61|H11 | 0.50| 0.42| 0.04|3800| 0.54|-4.03
                       |      |      |       |         |                |09 29 32.79|+43 12 28.6|Field   |134.0|14.87| 3.60|     |   |29.83|V99| 0.33|H11 | 0.51| 0.44| 0.05|3826| 0.54|-2.44
                       |      |      |       |         |                |09 29 33.85|+43 12 22.9|Field   | 94.0|14.14| 3.61|     |   |29.52|V99| 0.33|H11 | 0.51| 0.43| 0.05|3818| 0.54|-2.73
HD 82558               |      |      |       |         |09322559-1111048|09 32 25.57|-11 11 04.7|Field   | 18.0| 7.82| 2.03|K1   |H99|29.50|P03| 1.70|P03 | 0.82| 0.73| 0.27|4693| 0.68|-3.51
HD 82443               | 82443|      |354.1A |DX Leo   |09324378+2659192|09 32 43.76|+26 59 18.7|Field   | 18.0| 7.05| 1.95|K0   |B95|29.30|V99| 5.41|S00 | 0.93| 0.84| 0.50|5121| 0.70|-3.83
HD 82885               | 82885| 47080|       |SV LMi   |09353959+3548366|09 35 39.50|+35 48 36.5|Field   | 11.0| 5.40| 1.77|G8   |B95|28.48|V99|18.60|D96 | 1.04| 0.96| 0.85|5497| 0.72|-5.01
                       |      |      |       |         |                |09 36 01.76|+42 51 30.4|Field   | 82.0|11.37| 2.61|     |   |29.77|V99| 0.69|H11 | 0.81| 0.72| 0.25|4645| 0.68|-3.21
                       |      |      |       |         |                |09 36 02.06|+42 51 42.5|Field   | 78.0|11.81| 2.93|     |   |29.73|V99| 0.69|H11 | 0.75| 0.66| 0.18|4413| 0.65|-3.11
GJ 358                 |      |      |       |         |09394631-4104029|09 39 46.37|-41 04 03.2|Field   |  9.5|10.77| 4.71|     |   |28.06|V99|25.26|K07 | 0.39| 0.34| 0.02|3650| 0.09|-3.89
HD 85301               | 85301|      |       |         |09521677+4911268|09 52 16.77|+49 11 26.9|Field   | 32.0| 7.74| 1.64|G5   |C18|28.38|V99| 7.47|FEPS| 1.02| 0.94| 0.80|5459| 0.72|-5.06
                       |      |      |       |         |                |09 53 14.40|+47 55 24.8|Field   | 19.0|13.78| 4.57|     |   |28.56|V99| 0.69|H11 | 0.19| 0.20| 0.01|3266| 0.00|-2.76
GJ 375                 |      |      |375    |LU Vel   |09583428-4625300|09 58 34.32|-46 25 30.4|Field   | 16.0|11.27| 5.01|     |   |29.14|V99| 1.88|K07 | 0.52| 0.44| 0.05|3834| 0.54|-3.15
                       |      |      |       |         |                |09 59 18.80|+43 50 25.6|Field   | 12.0|13.81| 4.95|     |   |28.54|V99| 0.76|H11 | 0.14| 0.16| 0.00|3116| 0.00|-2.50
HD 87424               | 87424|      |       |V0417 Hya|10043766-1143469|10 04 37.66|-11 43 46.9|Field   | 23.0| 8.15| 1.95|K0   |C18|28.01|V99|10.74|S00 | 0.84| 0.75| 0.31|4785| 0.68|-4.98
GJ 380                 | 88230|      |380    |         |10112218+4927153|10 11 22.14|+49 27 15.3|Field   |  4.9| 6.60| 3.55|K8   |G03|27.45|P03|11.67|P03 | 0.69| 0.60| 0.13|4203| 0.65|-5.23
GJ 382                 |      |      |       |         |10121768-0344441|10 12 17.67|-03 44 44.4|Field   |  7.9| 9.26| 4.25|     |   |27.47|V99|21.56|K07 | 0.51| 0.43| 0.05|3820| 0.54|-4.79
DK Leo                 |      |      |       |DK Leo   |10141918+2104297|10 14 19.18|+21 04 29.6|Field   | 23.0| 9.30| 3.04|     |   |29.01|P03| 7.98|P03 | 0.74| 0.65| 0.17|4380| 0.65|-3.81
GJ 388                 |      |      |388    |AD Leo   |10193634+1952122|10 19 36.28|+19 52 12.1|Field   |  4.7| 9.40| 4.81|     |   |28.30|P03| 2.60|P03 | 0.37| 0.33| 0.02|3630| 0.09|-3.62
HD 90905               | 90905|      |       |         |10294222+0129278|10 29 42.23|+01 29 28.0|Field   | 32.0| 6.88| 1.08|F5   |C18|29.54|V99| 2.60|FEPS| 1.17| 1.13| 1.59|5908| 0.82|-4.20
R15                    |      |      |       |V0542 Car|10334180-6413457|10 33 41.81|-64 13 45.7|IC2602  |149.0|11.75| 2.37|     |   |30.27|P03| 3.60|P03 | 0.96| 0.88| 0.59|5237| 1.00|-3.08
                       |      |      |       |         |                |10 35 08.60|+33 49 50.0|Field   | 50.0|12.57| 3.57|     |   |28.87|V99| 9.51|H11 | 0.53| 0.45| 0.05|3855| 0.54|-3.44
R24                    |      |      |       |V0543 Car|10354744-6418449|10 35 47.30|-64 18 46.1|IC2602  |149.0|14.61| 3.93|     |   |29.39|P03| 1.25|P03 | 0.63| 0.59| 0.10|3977| 0.55|-3.21
R26                    |      |      |       |V0544 Car|10361824-6414564|10 36 18.25|-64 14 56.4|IC2602  |149.0|15.14| 4.26|     |   |28.77|P03| 5.70|P03 | 0.57| 0.56| 0.08|3886| 0.55|-3.73
R27                    |      |      |       |V0545 Car|10362643-6500165|10 36 26.44|-65 00 16.5|IC2602  |149.0|14.35| 3.66|     |   |29.04|P03| 4.50|P03 | 0.64| 0.60| 0.11|3994| 0.55|-3.58
R29                    |      |      |       |V0546 Car|10363796-6447538|10 36 37.97|-64 47 53.9|IC2602  |149.0|12.73| 2.67|     |   |29.58|P03| 2.21|P03 | 0.79| 0.76| 0.26|4553| 0.66|-3.42
R31                    |      |      |       |V0547 Car|10372226-6443200|10 37 22.26|-64 43 20.1|IC2602  |149.0|15.08| 4.46|     |   |29.49|P03| 0.49|P03 | 0.62| 0.59| 0.10|3956| 0.55|-3.09
R32                    |      |      |       |V0548 Car|10374942-6400505|10 37 49.42|-64 00 50.5|IC2602  |149.0|15.06| 4.21|     |   |29.23|P03| 4.00|P03 | 0.58| 0.56| 0.09|3900| 0.55|-3.29
GJ NN3613              |      |      |NN3613 |         |                |10 38 29.81|+48 31 44.9|Field   | 14.0|13.15| 4.56|     |   |28.19|V99|27.82|H11 | 0.19| 0.20| 0.01|3267| 0.00|-3.13
R44                    |      |      |       |V0549 Car|10395494-6336244|10 39 55.30|-63 36 23.0|IC2602  |149.0|14.88| 1.14|     |   |28.83|P03| 5.50|P03 | 0.28| 0.38| 0.02|3501| 0.00|-3.14
R43                    |      |      |       |V0550 Car|10395596-6359300|10 39 55.97|-63 59 30.0|IC2602  |149.0|12.14| 2.43|     |   |29.99|P03| 0.78|P03 | 0.88| 0.82| 0.42|4962| 0.69|-3.22
R50                    |      |      |       |V0551 Car|10403019-6442168|10 40 30.19|-64 42 16.9|IC2602  |149.0|14.75| 4.04|     |   |29.34|P03| 6.40|P03 | 0.62| 0.59| 0.10|3962| 0.55|-3.25
R52                    |      |      |       |V0552 Car|10405137-6442478|10 40 51.37|-64 42 47.9|IC2602  |149.0|12.19| 2.55|     |   |29.67|P03| 0.39|P03 | 0.88| 0.82| 0.41|4947| 0.69|-3.53
R53                    |      |      |       |V0553 Car|10410006-6420006|10 41 00.00|-64 20 01.0|IC2602  |149.0|15.39| 4.78|     |   |29.34|P03| 0.41|P03 | 0.60| 0.58| 0.09|3933| 0.55|-3.21
R56                    |      |      |       |V0554 Car|10414524-6428036|10 41 45.24|-64 28 03.6|IC2602  |149.0|13.64| 3.39|     |   |29.59|P03| 4.10|P03 | 0.73| 0.69| 0.18|4253| 0.60|-3.24
                       |      |      |       |         |                |10 41 54.13|+34 44 44.9|Field   | 21.0|14.17| 4.65|     |   |28.29|V99| 0.45|H11 | 0.18| 0.19| 0.00|3230| 0.00|-2.96
R57                    |      |      |       |V0556 Car|10422815-6436128|10 42 28.10|-64 36 11.9|IC2602  |149.0|15.59| 4.69|     |   |29.04|P03| 8.70|P03 | 0.54| 0.53| 0.07|3841| 0.46|-3.40
R58                    |307938|      |       |V0557 Car|10424152-6421043|10 42 41.52|-64 21 04.4|IC2602  |149.0|10.57| 1.64|     |   |30.34|P03| 0.57|P03 | 1.17| 1.08| 1.38|5836| 0.81|-3.39
HD 92855               | 92855|      |       |         |10440063+4612239|10 44 00.62|+46 12 23.9|Field   | 36.0| 7.28| 1.34|F9   |C18|29.20|V99| 4.41|FEPS| 1.15| 1.10| 1.43|5838| 0.76|-4.51
R66                    |      |      |       |V0558 Car|10440681-6359351|10 44 06.81|-63 59 35.1|IC2602  |149.0|11.07| 1.67|     |   |29.65|P03| 3.30|P03 | 1.06| 0.96| 0.88|5529| 1.00|-3.88
R70                    |307936|      |       |V0559 Car|10442256-6415301|10 44 22.56|-64 15 30.1|IC2602  |149.0|10.92| 1.51|     |   |29.01|P03| 4.30|P03 | 1.10| 1.00| 0.99|5624| 1.00|-4.57
R72                    |307979|      |       |V0561 Car|10445962-6502190|10 44 59.62|-65 02 19.1|IC2602  |149.0|10.89| 1.65|     |   |30.44|P03| 1.05|P03 | 1.10| 1.00| 1.03|5650| 1.00|-3.16
R77                    |      |      |       |V0562 Car|10451855-6332265|10 45 18.55|-63 32 26.5|IC2602  |149.0|14.12| 3.64|     |   |28.93|P03|10.10|P03 | 0.68| 0.64| 0.13|4089| 0.60|-3.78
B134                   |308016|      |       |V0563 Car|10453002-6425208|10 45 30.02|-64 25 20.9|IC2602  |149.0|10.66| 2.29|     |   |29.95|P03| 6.80|P03 | 1.20| 1.12| 1.56|5928| 0.81|-3.83
R83                    |      |      |       |V0564 Car|10461483-6402580|10 46 14.83|-64 02 58.1|IC2602  |149.0|10.70| 1.51|     |   |29.97|P03| 1.67|P03 | 1.14| 1.05| 1.21|5746| 1.00|-3.70
R88                    |      |      |       |V0565 Car|10463531-6403445|10 46 35.32|-64 03 44.6|IC2602  |149.0|12.71| 2.98|     |   |29.39|P03| 0.20|P03 | 0.83| 0.79| 0.32|4730| 0.66|-3.71
R89                    |      |      |       |V0566 Car|10465180-6334157|10 46 51.81|-63 34 15.7|IC2602  |149.0|12.97| 2.94|     |   |29.34|P03| 4.80|P03 | 0.78| 0.75| 0.25|4521| 0.66|-3.64
R92                    |308013|      |       |V0567 Car|10481837-6409532|10 48 18.38|-64 09 53.2|IC2602  |149.0|10.26| 1.67|     |   |29.96|P03| 2.00|P03 | 1.23| 1.17| 1.85|6041| 0.81|-3.89
R93                    |      |      |       |V0568 Car|10482539-6422439|10 48 25.39|-64 22 44.0|IC2602  |149.0|13.79| 3.37|     |   |29.04|P03| 6.70|P03 | 0.71| 0.67| 0.15|4162| 0.60|-3.73
R94                    |      |      |       |V0569 Car|10492624-6439001|10 49 26.40|-64 39 00.0|IC2602  |149.0|13.33| 3.53|     |   |29.39|P03| 2.60|P03 | 0.79| 0.76| 0.26|4545| 0.66|-3.60
R95                    |      |      |       |V0570 Car|10494839-6446284|10 49 48.39|-64 46 28.4|IC2602  |149.0|11.73| 2.16|     |   |30.21|P03| 1.20|P03 | 0.95| 0.87| 0.55|5190| 0.69|-3.12
R96                    |      |      |       |V0571 Car|10495685-6348191|10 49 56.85|-63 48 19.1|IC2602  |149.0|12.94| 3.03|     |   |29.67|P03| 1.82|P03 | 0.80| 0.77| 0.27|4602| 0.66|-3.35
GJ NN3629              |      |      |NN3629 |         |                |10 51 20.60|+36 07 25.6|Field   | 10.0|13.57| 5.00|     |   |28.17|V99| 3.78|H11 | 0.14| 0.15| 0.00|3098| 0.00|-2.83
                       |      |      |       |         |                |10 51 26.86|+48 41 43.6|Field   | 35.0|12.04| 3.63|     |   |28.97|V99| 4.14|H11 | 0.50| 0.43| 0.04|3807| 0.54|-3.26
HD 95188               | 95188|      |       |XZ LMi   |10594829+2517236|10 59 48.28|+25 17 23.5|Field   | 36.0| 8.49| 1.77|G8   |C18|28.78|V99| 7.02|S00 | 0.94| 0.85| 0.52|5148| 0.70|-4.43
HD 95188               | 95188|      |       |XZ LMi   |10594829+2517236|10 59 48.28|+25 17 23.5|Field   | 36.0| 8.49| 1.77|G8   |C18|28.78|V99| 6.81|FEPS| 0.94| 0.85| 0.52|5148| 0.70|-4.52
HD 95650               |      |      |       |         |11023832+2158017|11 02 38.34|+21 58 01.7|Field   | 12.0| 9.57| 3.73|M1   |J74|28.50|P03| 2.94|P03 | 0.53| 0.45| 0.05|3847| 0.54|-3.80
                       |      |      |       |         |                |11 03 10.00|+36 39 08.5|Field   | 12.0|13.45| 4.82|     |   |28.24|V99| 2.06|H11 | 0.15| 0.17| 0.00|3166| 0.00|-2.89
                       |      |      |       |         |                |11 03 17.04|+49 48 25.5|Field   | 97.0|13.54| 3.43|     |   |29.44|V99| 0.19|H11 | 0.60| 0.51| 0.08|3970| 0.61|-3.03
HD 95735               |      |      |       |         |11032023+3558117|11 03 20.19|+35 58 11.6|Field   |  2.5| 7.49| 3.79|M2   |H02|26.80|P03|48.00|P03 | 0.34| 0.31| 0.02|3580| 0.00|-5.04
                       |      |      |       |         |                |11 06 04.76|+42 52 49.7|Field   | 40.0|14.72| 4.30|     |   |28.71|V99|10.75|H11 | 0.23| 0.23| 0.01|3388| 0.00|-2.80
                       |      |      |       |         |                |11 07 02.72|+44 00 17.2|Field   | 58.0|12.35| 3.40|     |   |28.75|V99| 9.78|H11 | 0.61| 0.52| 0.08|3996| 0.61|-3.75
                       |      |      |       |         |                |11 10 56.25|+40 20 42.8|Field   | 20.0|14.31| 4.74|     |   |28.06|V99| 1.13|H11 | 0.16| 0.18| 0.00|3194| 0.00|-3.12
GJ NN3647              |      |      |NN3647 |CW UMa   |                |11 11 51.76|+33 32 11.2|Field   |  6.9|12.38| 4.88|     |   |28.26|V99| 7.78|H11 | 0.15| 0.16| 0.00|3142| 0.00|-2.83
HD 97334               |      |      |       |         |11123236+3548508|11 12 32.35|+35 48 50.7|Field   | 22.0| 6.41| 1.46|G1   |G03|29.10|P03| 7.60|P03 | 1.11| 1.05| 1.21|5733| 0.76|-4.57
HD 98712               |      |      |       |         |11212663-2027134|11 21 26.66|-20 27 13.6|Field   | 13.0| 8.57| 3.19|K6   |G06|28.50|P03|11.60|P03 | 0.68| 0.59| 0.12|4173| 0.65|-4.16
BT_UMa                 |      |      |       |BT UMa   |                |11 30 53.70|+44 14 36.2|Field   | 12.0|13.72| 4.92|     |   |27.62|V99|12.41|H11 | 0.14| 0.16| 0.00|3126| 0.00|-3.44
HD 100180              |100180| 56242|NN3670B|         |11314496+1421525|11 31 44.95|+14 21 52.2|Field   | 23.0| 6.27| 1.24|F7   |B95|27.77|V99|14.00|B96 | 1.16| 1.11| 1.50|5867| 0.82|-5.94
GJ 431                 |      |      |       |V0857 Cen|11314655-4102473|11 31 46.51|-41 02 47.2|Field   | 10.0|11.50| 4.99|     |   |28.71|V99|14.31|K07 | 0.34| 0.31| 0.02|3580| 0.00|-3.13
                       |      |      |       |         |                |11 33 52.77|+36 13 31.1|Field   | 66.0|11.85| 3.14|     |   |29.73|V99| 1.45|H11 | 0.71| 0.62| 0.14|4266| 0.65|-3.00
                       |      |      |       |         |                |11 36 40.81|+39 11 27.0|Field   | 24.0| 9.99| 3.38|     |   |27.80|V99|23.19|H11 | 0.68| 0.59| 0.12|4183| 0.65|-4.87
                       |      |      |       |         |                |11 38 25.85|+39 51 23.0|Field   | 68.0|13.45| 3.62|     |   |29.69|V99| 0.68|H11 | 0.51| 0.43| 0.05|3815| 0.54|-2.56
HD 101472              |101472|      |       |         |11403658-0824203|11 40 36.59|-08 24 20.4|Field   | 39.0| 7.41| 1.42|G0   |C18|29.11|V99| 4.46|FEPS| 1.16| 1.12| 1.53|5884| 0.82|-4.61
HD 101501              |101501| 56997|       |         |11410301+3412064|11 41 03.02|+34 12 05.9|Field   |  9.5| 5.31| 1.77|G8   |B95|28.22|V99|16.68|D96 | 0.99| 0.90| 0.67|5347| 0.72|-5.15
HD 102077              |      |      |       |         |11443846-4925025|11 44 38.46|-49 25 02.8|Field   | 49.0| 8.91| 1.95|K0   |L82|30.00|P03| 1.80|P03 | 0.99| 0.90| 0.68|5352| 0.72|-3.42
HD 102195              |102195|      |       |         |11454228+0249174|11 45 42.29|+02 49 17.3|Field   | 29.0| 8.07| 1.95|K0   |C18|28.03|V99|12.30|GE06| 0.94| 0.85| 0.52|5153| 0.70|-5.23
                       |      |      |       |         |                |11 52 57.16|+35 54 45.9|Field   | 19.0|13.64| 4.51|     |   |28.34|V99| 2.69|H11 | 0.20| 0.21| 0.01|3289| 0.00|-3.02
HD 104576              |104576|      |       |         |12023945-1042491|12 02 39.46|-10 42 49.1|Field   | 49.0| 8.53| 1.42|G0   |C18|29.60|V99| 9.10|FEPS| 1.04| 0.96| 0.87|5507| 0.72|-3.91
                       |      |      |       |         |                |12 11 52.06|+39 57 28.9|Field   | 46.0|11.43| 3.27|     |   |29.42|V99| 1.75|H11 | 0.66| 0.57| 0.11|4125| 0.65|-3.20
GJ 1154A               |      |      |       |         |                |12 14 17.21|+00 37 25.0|Field   |  8.4|13.73| 5.60|     |   |27.77|P03| 0.65|P03 | 0.13| 0.15| 0.00|3082| 0.00|-3.20
HD 106516              |106516|      |       |         |12151055-1018440|12 15 10.56|-10 18 44.6|Field   | 23.0| 6.11| 1.19|F6   |B95|27.93|V99| 6.91|D96 | 1.18| 1.15| 1.67|5945| 0.82|-5.82
GJ 1156                |      |      |       |GL Vir   |12185939+1107338|12 18 59.40|+11 07 33.9|Field   |  6.5|13.81| 6.24|     |   |27.65|P03| 0.87|P03 | 0.13| 0.15| 0.00|3068| 0.00|-3.29
                       |      |      |       |         |                |12 20 35.96|+42 19 18.1|Field   | 45.0|12.58| 3.62|     |   |29.27|V99| 0.89|H11 | 0.51| 0.43| 0.05|3812| 0.54|-2.97
                       |      |      |       |         |                |12 24 48.31|+40 43 37.4|Field   | 27.0|12.07| 3.78|     |   |28.08|V99|10.08|H11 | 0.42| 0.36| 0.03|3693| 0.09|-3.95
                       |      |      |       |         |                |12 29 02.90|+41 43 49.7|Field   |  8.9|12.72| 4.79|     |   |28.10|V99|13.59|H11 | 0.16| 0.17| 0.00|3178| 0.00|-3.04
                       |      |      |       |         |                |12 29 39.64|+34 49 01.2|Field   | 80.0|13.15| 3.44|     |   |29.47|V99| 0.41|H11 | 0.60| 0.51| 0.08|3964| 0.61|-2.99
HD 111813              |111813|      |       |LX Com   |12513841+2530315|12 51 38.41|+25 30 31.8|Field   | 38.0| 9.09| 2.03|K1   |C18|28.54|V99| 7.74|S00 | 0.86| 0.78| 0.35|4876| 0.70|-4.52
GJ 490                 |      |      |490A   |BF CVn   |12574030+3513306|12 57 40.26|+35 13 30.0|Field   | 19.0|10.60| 4.05|     |   |28.95|P03| 3.17|P03 | 0.58| 0.49| 0.07|3940| 0.61|-3.48
GJ 493.1               |      |      |       |FN Vir   |13003350+0541081|13 00 33.51|+05 41 08.1|Field   |  8.1|13.40| 5.74|     |   |27.92|P03| 0.21|P03 | 0.15| 0.17| 0.00|3160| 0.00|-3.20
GJ 494                 |      |      |494    |DT Vir   |13004666+1222325|13 00 46.58|+12 22 32.6|Field   | 12.0| 9.80| 4.22|     |   |29.02|P03| 1.54|P03 | 0.56| 0.47| 0.06|3896| 0.61|-3.36
HD 113449              |113449|      |       |PX Vir   |13034967-0509423|13 03 49.66|-05 09 42.5|Field   | 22.0| 7.69| 1.64|G5   |C18|28.93|V99| 6.47|S00 | 0.89| 0.80| 0.40|4973| 0.70|-4.16
HD 114378              |114379|      |       |         |13095936+1731456|13 09 59.28|+17 31 46.0|Field   | 18.0| 4.32| 1.08|F5   |G03|29.13|V99| 3.02|D96 | 1.50| 1.59| 5.32|6772| 0.96|-4.94
HD 114710              |114710| 64394|       |         |13115238+2752411|13 11 52.39|+27 52 41.5|Field   |  9.2| 4.23| 1.42|G0   |B95|28.06|V99|12.35|D96 | 1.17| 1.13| 1.58|5905| 0.82|-5.66
HD 115043              |115043|      |       |         |13133699+5642298|13 13 37.01|+56 42 29.8|Field   | 26.0| 6.82| 1.46|G1   |B95|28.95|V99| 6.00|B96 | 1.11| 1.04| 1.16|5711| 0.76|-4.63
HD 115383              |115383| 64792|       |         |13164653+0925269|13 16 46.52|+09 25 27.0|Field   | 18.0| 5.19| 1.29|F8   |B95|29.51|V99| 3.33|D96 | 1.27| 1.28| 2.49|6218| 0.88|-4.41
HD 115404              |115404|      |       |         |                |13 16 51.05|+17 01 01.9|Field   | 11.0| 6.49| 2.03|K1   |B95|28.00|V99|18.47|D96 | 0.86| 0.77| 0.34|4852| 0.70|-5.08
HD 115617              |115617| 64924|506    |         |13182443-1818387|13 18 24.31|-18 18 40.3|Field   |  8.5| 4.74| 1.69|G6   |B95|26.60|V99|29.00|B96 | 1.05| 0.97| 0.90|5532| 0.72|-6.90
                       |      |      |       |         |                |13 21 24.32|+39 16 56.9|Field   | 74.0|11.88| 3.02|     |   |29.56|V99| 0.60|H11 | 0.73| 0.64| 0.16|4350| 0.65|-3.24
